TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,MerchantID,Channel,LoginAttempts,TransactionDuration,AccountBalance,CustomerAge,CustomerOccupation,withdrawal_ratio,transaction_hour,fraud_gmm,isolation_fraud,fraud_either,fraud_both
TX001675,AC00285,667.95,2023-07-27 17:51:27,Credit,Oklahoma City,D000250,M027,ATM,1,253,13558.56,62,Doctor,0.04926408114136015,17,0,0,0,0
TX000312,AC00285,1221.65,2023-09-27 16:55:35,Debit,Denver,D000098,M091,Online,1,153,243.92,27,Student,5.008404394883569,16,0,1,1,0
TX001878,AC00285,203.76,2023-10-02 16:33:09,Debit,Colorado Springs,D000088,M012,Branch,1,37,6747.16,55,Retired,0.03019937277313714,16,0,0,0,0
TX001247,AC00285,302.82,2023-11-03 16:50:20,Debit,Jacksonville,D000290,M020,ATM,1,175,9384.54,36,Engineer,0.03226796411971178,16,0,0,0,0
TX000325,AC00286,233.24,2023-04-17 16:56:06,Debit,Louisville,D000351,M070,ATM,1,72,6939.23,33,Engineer,0.03361179842720302,16,0,0,0,0
TX000676,AC00286,13.52,2023-05-15 16:51:28,Debit,Seattle,D000584,M001,ATM,1,65,259.77,26,Student,0.05204604072833661,16,0,0,0,0
TX001091,AC00286,7.79,2023-06-16 17:33:15,Debit,Los Angeles,D000214,M097,Branch,1,298,1319.85,34,Doctor,0.005902185854453158,17,0,0,0,0
TX001554,AC00286,47.23,2023-08-03 18:18:56,Credit,Memphis,D000031,M034,Online,1,160,6659.81,73,Retired,0.007091793910036471,18,0,0,0,0
TX001141,AC00286,42.72,2023-08-17 16:55:10,Debit,Nashville,D000193,M001,ATM,1,143,2669.66,37,Engineer,0.016002037712667533,16,0,0,0,0
TX002016,AC00286,199.54,2023-10-10 17:24:33,Debit,Portland,D000631,M070,Online,1,268,9603.73,56,Engineer,0.020777343802876592,17,0,0,0,0
TX000691,AC00287,568.76,2023-10-09 16:48:50,Debit,Baltimore,D000221,M097,ATM,1,155,7484.32,51,Retired,0.07599354383564573,16,0,0,0,0
TX001730,AC00287,73.01,2023-10-18 18:26:25,Credit,Milwaukee,D000670,M028,Online,1,62,1997.33,25,Student,0.036553799322095,18,0,0,0,0
TX000739,AC00288,283.23,2023-02-06 16:48:45,Debit,El Paso,D000695,M061,Online,1,98,2008.77,40,Engineer,0.14099672934183605,16,0,0,0,0
TX002314,AC00288,881.32,2023-08-31 17:29:03,Debit,El Paso,D000354,M015,Online,1,59,2287.93,31,Engineer,0.38520409278255896,17,0,0,0,0
TX001856,AC00288,23.7,2023-10-26 17:51:32,Debit,San Francisco,D000142,M071,ATM,1,32,7947.44,46,Doctor,0.002982092346717937,17,0,0,0,0
TX001717,AC00289,651.55,2023-03-10 17:34:34,Debit,Phoenix,D000344,M043,Online,1,82,2325.78,72,Retired,0.2801425758240246,17,0,0,0,0
TX001825,AC00289,93.82,2023-06-26 17:37:20,Debit,San Diego,D000018,M006,Online,1,176,8422.06,39,Engineer,0.01113979240233387,17,0,0,0,0
TX001663,AC00289,293.85,2023-08-10 16:23:08,Debit,Charlotte,D000460,M011,Online,1,144,1919.97,25,Student,0.15304926639478741,16,0,0,0,0
TX001914,AC00290,41.93,2023-02-13 16:44:18,Debit,Fresno,D000600,M055,ATM,1,136,5081.26,48,Engineer,0.008251890279182722,16,0,0,0,0
TX000458,AC00290,93.52,2023-08-14 17:41:24,Debit,Philadelphia,D000430,M011,Online,1,97,2791.2,51,Engineer,0.03350530237890513,17,0,0,0,0
TX002216,AC00290,1413.24,2023-11-06 18:59:24,Debit,New York,D000356,M016,ATM,1,199,7272.01,58,Engineer,0.19433966674963318,18,0,0,0,0
TX000624,AC00290,342.17,2023-12-14 16:09:42,Credit,New York,D000532,M033,Branch,1,247,461.83,21,Student,0.7409003312907347,16,0,1,1,0
TX001543,AC00291,146.51,2023-01-25 17:12:17,Debit,Albuquerque,D000575,M097,ATM,1,68,7089.9,53,Engineer,0.0206646073992581,17,0,0,0,0
TX000032,AC00291,59.12,2023-02-06 16:24:24,Debit,Baltimore,D000282,M053,ATM,1,257,9823.64,29,Doctor,0.006018135843740203,16,0,0,0,0
TX002019,AC00291,306.37,2023-06-27 18:26:08,Debit,Colorado Springs,D000484,M015,ATM,1,120,9609.67,26,Engineer,0.031881427770152355,18,0,0,0,0
TX001221,AC00291,743.03,2023-07-27 16:55:39,Debit,New York,D000103,M050,ATM,1,174,4111.38,50,Engineer,0.18072520662162095,16,0,0,0,0
TX001039,AC00291,36.57,2023-08-07 16:49:34,Debit,Omaha,D000617,M051,ATM,1,69,2583.07,62,Retired,0.014157572191229815,16,0,0,0,0
TX002228,AC00291,1152.58,2023-09-13 17:58:16,Debit,Austin,D000159,M020,Branch,1,180,7567.17,65,Retired,0.1523132161693209,17,0,0,0,0
TX001643,AC00291,383.95,2023-09-20 17:57:15,Credit,San Diego,D000504,M068,Online,1,143,9933.56,31,Engineer,0.03865180257631705,17,0,0,0,0
TX002242,AC00292,237.0,2023-02-10 16:50:10,Debit,Tucson,D000277,M076,Online,1,115,14021.4,49,Doctor,0.01690273439171552,16,0,0,0,0
TX001656,AC00292,410.4,2023-05-19 16:00:10,Credit,Virginia Beach,D000534,M021,ATM,1,78,2563.91,61,Retired,0.16006802110838525,16,0,0,0,0
TX000403,AC00292,712.75,2023-05-26 17:07:56,Debit,Philadelphia,D000573,M074,Branch,1,25,8126.06,44,Doctor,0.08771163392837365,17,0,0,0,0
TX001386,AC00292,23.01,2023-06-09 18:33:04,Debit,Las Vegas,D000363,M090,Branch,1,166,5958.75,63,Retired,0.00386154814348647,18,0,0,0,0
TX000938,AC00292,288.77,2023-11-13 16:42:16,Debit,Los Angeles,D000422,M025,ATM,1,110,8836.51,55,Engineer,0.032679191219157785,16,0,0,0,0
TX000813,AC00292,161.63,2023-12-25 16:32:44,Debit,San Jose,D000626,M077,Online,1,276,9286.37,46,Doctor,0.017405078625986257,16,0,0,0,0
TX002056,AC00292,120.67,2023-12-25 18:16:39,Debit,Colorado Springs,D000119,M040,ATM,1,233,5374.54,42,Doctor,0.022452154044811278,18,0,0,0,0
TX000767,AC00293,46.24,2023-03-13 16:05:46,Debit,San Diego,D000590,M043,Branch,1,52,2569.56,57,Engineer,0.017995298806021267,16,0,0,0,0
TX000398,AC00293,131.46,2023-05-15 16:37:12,Debit,Charlotte,D000287,M006,Branch,1,258,6642.33,67,Retired,0.019791247950643825,16,0,0,0,0
TX001499,AC00293,46.23,2023-05-29 17:45:26,Debit,Fresno,D000350,M015,Online,1,282,5107.75,77,Retired,0.009050951984729088,17,0,0,0,0
TX001967,AC00293,87.85,2023-12-13 17:25:54,Debit,Colorado Springs,D000654,M062,Branch,1,63,3753.24,49,Engineer,0.023406443499483114,17,0,0,0,0
TX001978,AC00294,335.7,2023-01-30 17:47:41,Debit,El Paso,D000180,M012,ATM,1,57,6601.44,80,Retired,0.05085254126372428,17,0,0,0,0
TX001703,AC00294,321.82,2023-07-14 16:20:55,Credit,Raleigh,D000518,M049,Branch,1,43,6500.5,32,Engineer,0.04950696100299977,16,0,0,0,0
TX001739,AC00294,264.14,2023-07-28 17:36:30,Debit,Baltimore,D000050,M066,ATM,1,125,8459.26,64,Doctor,0.031224953482928763,17,0,0,0,0
TX001534,AC00294,344.27,2023-09-19 17:23:14,Debit,San Antonio,D000172,M031,Branch,1,123,1918.36,22,Student,0.17946058091286307,17,0,0,0,0
TX000525,AC00295,214.93,2023-05-15 17:02:15,Debit,Albuquerque,D000038,M038,Online,1,52,7835.4,28,Student,0.027430635321744903,17,0,0,0,0
TX000705,AC00295,321.86,2023-07-24 16:25:51,Debit,San Antonio,D000554,M005,ATM,1,167,12626.49,63,Doctor,0.025490852960719883,16,0,0,0,0
TX000121,AC00295,53.57,2023-08-16 16:17:12,Debit,Houston,D000489,M025,ATM,1,121,1651.33,69,Retired,0.03244051764335415,16,0,0,0,0
TX001098,AC00295,451.35,2023-09-05 18:45:04,Credit,Baltimore,D000440,M028,Branch,1,223,7707.96,47,Engineer,0.0585563495399561,18,0,0,0,0
TX000953,AC00295,148.85,2023-11-29 16:46:49,Debit,Mesa,D000441,M021,ATM,1,25,7802.36,57,Doctor,0.019077561148165428,16,0,0,0,0
TX002272,AC00295,308.85,2023-11-29 18:03:46,Credit,Los Angeles,D000342,M030,Branch,2,33,333.19,20,Student,0.926948587892794,18,0,1,1,0
TX001667,AC00296,506.03,2023-07-12 16:14:08,Debit,Detroit,D000669,M100,Branch,1,21,1123.89,21,Student,0.45024868981839855,16,0,0,0,0
TX000630,AC00296,374.61,2023-08-29 18:30:36,Credit,Mesa,D000056,M079,Online,1,37,1389.71,75,Retired,0.2695598362248239,18,0,0,0,0
TX000049,AC00296,626.9,2023-11-27 16:45:57,Debit,Denver,D000284,M023,Online,1,138,265.51,26,Student,2.3611163421340065,16,0,1,1,0
TX000579,AC00296,48.85,2023-12-08 16:45:12,Debit,Dallas,D000645,M049,ATM,1,176,1503.56,19,Student,0.0324895581154061,16,0,0,0,0
TX001595,AC00297,261.19,2023-01-12 17:12:22,Debit,Oklahoma City,D000608,M078,ATM,1,52,7620.6,64,Retired,0.03427420413090833,17,0,0,0,0
TX001421,AC00297,66.91,2023-01-30 18:47:17,Debit,Seattle,D000509,M047,ATM,1,85,871.1,39,Doctor,0.07681092871082539,18,0,0,0,0
TX001000,AC00297,127.8,2023-03-02 16:05:52,Credit,Virginia Beach,D000376,M026,Branch,1,47,8630.99,31,Engineer,0.014807107875226365,16,0,0,0,0
TX002333,AC00297,414.64,2023-04-03 16:27:24,Debit,Mesa,D000698,M060,Branch,1,74,7253.22,32,Doctor,0.05716633440044559,16,0,0,0,0
TX000965,AC00297,95.55,2023-04-10 16:25:15,Debit,Louisville,D000595,M060,Branch,1,51,2434.74,33,Engineer,0.03924443677764361,16,0,0,0,0
TX002508,AC00297,856.21,2023-04-26 17:09:36,Credit,Colorado Springs,D000625,M072,Branch,1,109,12690.79,33,Doctor,0.0674670371190446,17,0,0,0,0
TX001279,AC00297,587.23,2023-07-31 17:54:28,Debit,Omaha,D000010,M007,Online,1,144,500.84,27,Student,1.172490216436387,17,0,0,0,0
TX002161,AC00297,179.38,2023-08-10 18:31:00,Debit,Chicago,D000499,M074,Online,1,28,8741.51,30,Engineer,0.020520482159260812,18,0,0,0,0
TX000712,AC00297,33.61,2023-08-21 17:25:00,Debit,Milwaukee,D000116,M014,Online,1,72,479.08,23,Student,0.07015529765383652,17,0,0,0,0
TX000787,AC00297,111.21,2023-08-21 18:36:41,Debit,Portland,D000401,M076,Branch,1,111,9088.36,35,Doctor,0.012236531123326979,18,0,0,0,0
TX002438,AC00298,116.33,2023-02-17 16:37:06,Debit,Fresno,D000391,M090,Branch,1,144,1696.15,27,Student,0.06858473601980956,16,0,0,0,0
TX001523,AC00298,77.5,2023-05-23 16:44:55,Credit,Fort Worth,D000333,M061,Online,1,201,11079.77,51,Doctor,0.006994730035009751,16,0,0,0,0
TX000174,AC00298,260.88,2023-05-29 16:50:10,Debit,Denver,D000327,M094,Branch,1,36,903.05,22,Student,0.2888876584906705,16,0,0,0,0
TX001321,AC00298,10.52,2023-07-19 17:38:50,Debit,Kansas City,D000137,M019,ATM,1,30,2472.99,55,Retired,0.0042539597814791,17,0,0,0,0
TX000569,AC00298,163.94,2023-08-03 18:49:37,Credit,Virginia Beach,D000352,M041,Branch,1,73,5957.37,52,Retired,0.02751885479666363,18,0,0,0,0
TX002240,AC00298,178.26,2023-10-16 16:55:59,Debit,Oklahoma City,D000302,M003,ATM,1,59,1137.13,59,Retired,0.15676307897953617,16,0,0,0,0
TX000857,AC00298,112.94,2023-11-24 17:35:47,Credit,San Antonio,D000265,M091,Online,1,31,3807.84,73,Retired,0.029659859657968822,17,0,0,0,0
TX001277,AC00299,56.62,2023-02-27 17:59:36,Debit,Austin,D000475,M069,Branch,1,121,8981.1,54,Doctor,0.006304350246629032,17,0,0,0,0
TX001946,AC00299,185.1,2023-08-08 16:21:01,Debit,Albuquerque,D000664,M005,Branch,1,23,6115.63,53,Retired,0.030266710052766436,16,0,0,0,0
TX000340,AC00299,23.71,2023-09-18 16:04:52,Debit,Atlanta,D000284,M005,Branch,1,164,10788.89,58,Doctor,0.0021976310816033905,16,0,0,0,0
TX000233,AC00299,217.5,2023-10-23 18:54:48,Credit,Denver,D000485,M043,Branch,1,35,3057.4,46,Engineer,0.07113887616929417,18,0,0,0,0
TX000310,AC00300,415.88,2023-04-27 17:30:16,Debit,San Diego,D000146,M005,Branch,1,170,10008.33,70,Doctor,0.04155338602943748,17,0,0,0,0
TX002388,AC00300,94.64,2023-05-15 18:30:55,Credit,New York,D000543,M036,ATM,1,144,586.76,28,Student,0.16129252164428387,18,0,0,0,0
TX000322,AC00300,179.43,2023-08-11 18:20:48,Debit,Oklahoma City,D000421,M004,ATM,1,244,2626.63,58,Retired,0.06831186729763994,18,0,0,0,0
TX001847,AC00300,103.15,2023-08-30 17:56:47,Debit,San Diego,D000658,M010,Branch,1,179,11388.15,51,Doctor,0.009057660814091841,17,0,0,0,0
TX000468,AC00300,63.41,2023-11-24 17:29:06,Debit,Fort Worth,D000116,M035,ATM,1,36,1546.22,26,Student,0.04100968814269638,17,0,0,0,0
TX001958,AC00301,845.14,2023-01-09 16:21:35,Credit,Oklahoma City,D000154,M026,Branch,1,183,1702.65,73,Retired,0.49636742724576394,16,0,0,0,0
TX001848,AC00301,505.6,2023-02-14 17:56:46,Debit,Denver,D000331,M021,Branch,1,183,5347.57,52,Retired,0.09454761695499078,17,0,0,0,0
TX001505,AC00301,23.23,2023-04-20 16:34:59,Credit,Miami,D000573,M064,Branch,1,122,269.01,21,Student,0.08635366714992009,16,0,0,0,0
TX000416,AC00301,193.54,2023-10-24 16:43:03,Debit,Oklahoma City,D000150,M088,Branch,1,267,2929.51,80,Retired,0.06606565603121341,16,0,0,0,0
TX000213,AC00301,694.2,2023-12-07 16:20:08,Debit,Milwaukee,D000007,M035,ATM,1,72,1389.37,61,Retired,0.49965092092099306,16,0,0,0,0
TX000562,AC00301,119.89,2023-12-19 17:11:31,Debit,Tucson,D000013,M004,ATM,1,60,6697.77,67,Doctor,0.017899987607815734,17,0,0,0,0
TX001518,AC00302,736.53,2023-05-10 17:05:08,Debit,Philadelphia,D000548,M065,ATM,1,120,9826.26,55,Engineer,0.07495527291156553,17,0,0,0,0
TX000855,AC00302,50.63,2023-05-24 16:21:09,Debit,Columbus,D000314,M045,Online,1,143,4732.81,64,Retired,0.010697661642871783,16,0,0,0,0
TX001762,AC00302,254.34,2023-09-14 17:04:03,Debit,El Paso,D000412,M084,Online,1,79,5461.08,49,Engineer,0.04657320530005054,17,0,0,0,0
TX002475,AC00302,865.17,2023-12-07 17:13:16,Debit,Houston,D000381,M009,Branch,1,161,9297.5,24,Student,0.09305404678677064,17,0,0,0,0
TX001985,AC00303,1512.99,2023-08-08 17:15:50,Debit,Philadelphia,D000032,M071,Online,1,50,9963.39,19,Student,0.15185494093877688,17,0,0,0,0
TX001200,AC00303,161.31,2023-09-11 16:24:57,Debit,Nashville,D000577,M051,ATM,1,13,1268.67,28,Student,0.1271489039702996,16,0,0,0,0
TX000153,AC00303,267.9,2023-10-09 16:52:47,Debit,San Antonio,D000605,M078,Online,1,160,596.16,20,Student,0.44937600644122383,16,0,0,0,0
TX000087,AC00303,24.56,2023-10-20 17:27:35,Debit,Mesa,D000428,M033,Branch,1,69,9869.93,64,Doctor,0.0024883661788888066,17,0,0,0,0
TX001647,AC00303,40.79,2023-11-17 16:40:09,Debit,Milwaukee,D000405,M061,ATM,1,80,1769.33,18,Student,0.02305392436685073,16,0,0,0,0
TX002429,AC00303,981.9,2023-11-28 16:17:46,Credit,Baltimore,D000686,M029,Online,1,112,9018.33,43,Doctor,0.1088782512948628,16,0,0,0,0
TX000877,AC00304,204.06,2023-01-02 16:07:17,Debit,Washington,D000685,M069,Online,1,159,4351.83,77,Retired,0.04689061842948829,16,0,0,0,0
TX001742,AC00304,428.61,2023-01-09 16:12:00,Debit,Fort Worth,D000560,M052,ATM,1,62,11937.04,66,Doctor,0.03590588621634844,16,0,0,0,0
TX002334,AC00304,86.79,2023-01-23 16:31:30,Debit,Fort Worth,D000514,M100,Branch,1,166,8795.37,33,Doctor,0.009867691751455595,16,0,0,0,0
TX000799,AC00304,74.73,2023-01-30 17:17:38,Credit,Jacksonville,D000566,M009,Branch,1,162,6353.22,64,Retired,0.011762539310774693,17,0,0,0,0
TX001382,AC00304,313.69,2023-03-10 16:35:33,Debit,Oklahoma City,D000211,M034,Branch,1,152,7093.68,73,Retired,0.04422105310642713,16,0,0,0,0
TX001300,AC00304,314.55,2023-04-25 17:15:27,Credit,Dallas,D000513,M001,Branch,2,19,1105.89,27,Student,0.284431543824431,17,0,1,1,0
TX001853,AC00304,73.01,2023-05-09 17:02:28,Debit,Houston,D000402,M070,ATM,1,101,2833.12,56,Retired,0.02577017563675383,17,0,0,0,0
TX000973,AC00304,37.7,2023-06-29 16:04:17,Debit,Miami,D000344,M038,ATM,1,109,1741.1,20,Student,0.02165297800241227,16,0,0,0,0
TX002130,AC00304,1154.79,2023-08-02 17:52:47,Debit,Columbus,D000585,M006,ATM,1,108,6180.3,51,Doctor,0.18685015290519877,17,0,0,0,0
TX000251,AC00304,760.53,2023-09-04 18:13:25,Debit,Phoenix,D000651,M005,Online,1,118,6179.91,57,Engineer,0.12306489900338355,18,0,0,0,0
TX001335,AC00304,203.34,2023-12-20 17:13:50,Debit,Phoenix,D000057,M061,ATM,1,66,13586.99,60,Doctor,0.014965787124300526,17,0,0,0,0
TX001706,AC00305,14.08,2023-02-06 18:18:26,Debit,Dallas,D000447,M059,Branch,1,154,3908.65,57,Retired,0.003602266767298172,18,0,0,0,0
TX000484,AC00305,99.11,2023-05-01 16:58:41,Debit,Philadelphia,D000195,M015,Online,1,12,5414.87,55,Retired,0.018303301833654362,16,0,0,0,0
TX001365,AC00305,16.55,2023-09-11 17:05:50,Debit,Tucson,D000477,M009,Branch,1,159,6089.79,26,Engineer,0.0027176634990697546,17,0,0,0,0
TX001846,AC00305,637.48,2023-09-18 16:27:52,Debit,Colorado Springs,D000005,M016,Online,1,207,4148.85,65,Retired,0.1536522168793762,16,0,0,0,0
TX001619,AC00305,108.75,2023-10-17 16:09:20,Debit,Houston,D000081,M097,ATM,4,23,14829.85,50,Doctor,0.0073331827361706285,16,0,1,1,0
TX001748,AC00305,506.9,2023-11-01 17:44:46,Credit,Houston,D000337,M038,Branch,1,56,11471.87,64,Doctor,0.044186344510528795,17,0,0,0,0
TX002423,AC00306,133.06,2023-02-03 17:00:39,Debit,Las Vegas,D000616,M072,Online,1,143,8843.44,35,Engineer,0.015046181124087458,17,0,0,0,0
TX000305,AC00306,361.46,2023-04-07 17:23:05,Debit,Nashville,D000169,M093,Online,1,83,4737.84,21,Student,0.07629215000928692,17,0,0,0,0
TX000399,AC00306,202.86,2023-05-22 17:24:46,Credit,Memphis,D000589,M088,Branch,1,149,7642.25,61,Doctor,0.026544538584840852,17,0,0,0,0
TX002426,AC00306,468.32,2023-06-08 16:20:29,Debit,Fresno,D000200,M095,Online,1,152,4710.04,69,Retired,0.09943015345941861,16,0,0,0,0
TX001131,AC00306,9.18,2023-07-06 18:10:59,Debit,San Francisco,D000535,M096,Online,1,140,887.32,22,Student,0.010345760266871026,18,0,0,0,0
TX000481,AC00306,144.3,2023-12-08 17:24:44,Debit,Oklahoma City,D000098,M049,ATM,1,88,312.19,18,Student,0.46221852077260644,17,0,0,0,0
TX000260,AC00307,312.88,2023-05-26 18:12:50,Credit,Portland,D000503,M040,Branch,1,44,233.21,54,Engineer,1.3416234295270357,18,0,1,1,0
TX000834,AC00307,81.27,2023-11-07 16:36:34,Credit,Seattle,D000228,M051,Online,1,68,1814.48,22,Student,0.044789691812530306,16,0,0,0,0
TX000456,AC00307,219.63,2023-11-10 16:06:27,Debit,Charlotte,D000220,M002,ATM,1,44,8013.63,48,Doctor,0.027407055229652477,16,0,0,0,0
TX002398,AC00308,330.91,2023-03-06 17:25:20,Debit,Kansas City,D000005,M041,ATM,1,28,6481.35,36,Engineer,0.051055721416063016,17,0,0,0,0
TX002399,AC00308,153.55,2023-11-08 17:53:52,Debit,Denver,D000438,M099,Online,1,16,5619.91,37,Doctor,0.027322501605897605,17,0,0,0,0
TX001164,AC00309,52.04,2023-07-27 16:28:26,Credit,Colorado Springs,D000310,M070,Branch,1,31,8436.12,50,Doctor,0.006168712630925117,16,0,0,0,0
TX001552,AC00310,757.15,2023-01-17 16:53:08,Debit,Raleigh,D000463,M085,Online,1,38,4702.86,53,Engineer,0.1609977758215214,16,0,0,0,0
TX002067,AC00310,258.7,2023-02-22 17:12:15,Debit,Charlotte,D000285,M035,ATM,1,123,1358.37,27,Student,0.19044884677959614,17,0,0,0,0
TX001526,AC00310,591.98,2023-04-28 16:32:10,Debit,El Paso,D000560,M069,ATM,1,132,387.65,28,Student,1.5270991874113249,16,0,0,0,0
TX001103,AC00310,64.92,2023-05-19 18:47:11,Debit,Atlanta,D000110,M082,Branch,1,236,5481.76,58,Engineer,0.011842911765564344,18,0,0,0,0
TX001042,AC00310,832.3,2023-07-12 16:55:44,Credit,Austin,D000153,M061,Branch,1,86,6617.52,69,Retired,0.12577219260387576,16,0,0,0,0
TX000092,AC00310,223.85,2023-10-02 16:36:10,Debit,Kansas City,D000481,M009,ATM,4,55,2929.91,53,Engineer,0.07640166421494175,16,0,1,1,0
TX000318,AC00310,350.94,2023-10-30 17:17:51,Debit,Colorado Springs,D000154,M013,ATM,1,64,221.56,20,Student,1.583950171511103,17,0,0,0,0
TX001408,AC00311,427.79,2023-02-21 17:42:42,Debit,San Jose,D000018,M016,Branch,1,189,1479.67,18,Student,0.2891117614062595,17,0,0,0,0
TX002489,AC00311,18.1,2023-04-14 16:33:13,Debit,Louisville,D000066,M020,ATM,1,66,6474.34,57,Retired,0.0027956517575536658,16,0,0,0,0
TX000123,AC00311,317.87,2023-05-22 17:29:35,Debit,Detroit,D000314,M076,Online,1,91,145.5,27,Student,2.1846735395189003,17,0,1,1,0
TX001990,AC00311,56.96,2023-06-26 17:38:30,Debit,Albuquerque,D000379,M011,ATM,1,135,1597.85,22,Student,0.03564790186813531,17,0,0,0,0
TX000538,AC00311,629.82,2023-07-17 16:22:23,Debit,Colorado Springs,D000198,M056,ATM,1,159,6385.69,68,Retired,0.09862990530389043,16,0,0,0,0
TX001008,AC00311,297.15,2023-10-12 18:11:27,Debit,Phoenix,D000273,M034,Online,1,178,5449.37,76,Retired,0.05452923915975608,18,0,0,0,0
TX000683,AC00312,10.07,2023-01-17 16:47:41,Debit,Albuquerque,D000494,M029,Online,1,49,530.81,24,Student,0.018971006574857296,16,0,0,0,0
TX001354,AC00312,1510.71,2023-06-15 16:48:29,Debit,Oklahoma City,D000106,M060,Online,1,51,2060.02,66,Retired,0.7333472490558345,16,0,0,0,0
TX000606,AC00312,7.31,2023-06-26 16:04:11,Debit,Las Vegas,D000060,M028,Branch,1,282,5757.67,78,Retired,0.001269610797423263,16,0,0,0,0
TX002459,AC00312,430.83,2023-08-14 16:09:21,Debit,Los Angeles,D000195,M079,Branch,1,292,941.49,18,Student,0.4576044355224166,16,0,1,1,0
TX000030,AC00313,56.17,2023-09-20 16:55:42,Debit,Detroit,D000297,M043,Branch,1,283,1351.69,27,Student,0.041555386220213215,16,0,0,0,0
TX001690,AC00313,27.51,2023-09-20 18:16:03,Credit,Columbus,D000250,M057,Online,1,103,13645.63,40,Doctor,0.0020160300403865563,18,0,0,0,0
TX000526,AC00313,660.02,2023-10-12 16:57:36,Debit,Nashville,D000462,M053,Branch,1,84,414.43,20,Student,1.5925970610235745,16,0,0,0,0
TX001812,AC00314,73.83,2023-01-05 18:29:09,Debit,Las Vegas,D000546,M097,Online,1,69,6020.29,69,Doctor,0.012263528833328628,18,0,0,0,0
TX002257,AC00314,317.53,2023-02-24 18:25:34,Debit,Miami,D000034,M070,Online,1,104,6237.68,44,Engineer,0.050905144220287024,18,0,0,0,0
TX000542,AC00314,65.09,2023-02-28 17:58:02,Credit,Seattle,D000434,M066,Online,1,159,9370.9,44,Engineer,0.00694597103800062,17,0,0,0,0
TX000226,AC00314,486.59,2023-12-19 16:55:17,Debit,Indianapolis,D000029,M017,Branch,1,119,2513.56,57,Retired,0.19358598959245055,16,0,0,0,0
TX002458,AC00315,79.92,2023-02-06 17:32:11,Debit,Miami,D000193,M003,ATM,2,274,9138.76,44,Engineer,0.00874516892882623,17,0,1,1,0
TX001390,AC00315,459.25,2023-05-23 16:44:33,Debit,Tucson,D000248,M043,Branch,1,59,130.76,25,Student,3.512159681859896,16,0,1,1,0
TX002332,AC00315,75.43,2023-08-14 16:01:57,Debit,Fresno,D000280,M096,ATM,1,266,1441.86,77,Retired,0.05231437171431347,16,0,0,0,0
TX002241,AC00315,207.65,2023-09-11 16:52:21,Debit,San Francisco,D000511,M066,Online,1,98,5143.8,34,Engineer,0.04036898790777246,16,0,0,0,0
TX001401,AC00315,185.81,2023-09-20 16:30:06,Debit,Austin,D000696,M033,Online,1,116,9588.71,32,Doctor,0.019377997666005127,16,0,0,0,0
TX001369,AC00316,487.16,2023-01-02 16:01:14,Credit,Los Angeles,D000361,M077,Branch,1,84,321.21,28,Student,1.516640204227764,16,0,0,0,0
TX000330,AC00316,22.63,2023-02-20 17:28:15,Debit,Kansas City,D000488,M052,Online,1,112,4438.03,53,Engineer,0.005099109289482045,17,0,0,0,0
TX000976,AC00316,314.54,2023-09-29 16:34:03,Credit,Virginia Beach,D000168,M035,Branch,1,228,9923.45,58,Engineer,0.03169663776206864,16,0,0,0,0
TX000808,AC00316,668.67,2023-11-07 17:38:05,Debit,Detroit,D000682,M019,Online,4,143,13446.81,44,Doctor,0.04972703563149922,17,0,1,1,0
TX000376,AC00316,1392.54,2023-11-20 16:51:14,Debit,El Paso,D000113,M013,Branch,1,297,13347.69,41,Doctor,0.10432816464871449,16,0,0,0,0
TX000544,AC00316,552.02,2023-11-30 16:51:46,Credit,Chicago,D000061,M048,ATM,1,100,522.08,44,Engineer,1.0573475329451425,16,0,0,0,0
TX001607,AC00317,757.79,2023-01-02 16:30:09,Debit,Charlotte,D000032,M034,Online,1,117,1443.02,22,Student,0.5251417166775235,16,0,0,0,0
TX000559,AC00317,260.31,2023-02-28 16:46:55,Debit,Austin,D000404,M065,Branch,1,113,10980.38,63,Doctor,0.023706829818275873,16,0,0,0,0
TX002482,AC00317,400.69,2023-04-03 16:19:59,Debit,Las Vegas,D000107,M066,Online,1,26,9040.33,32,Engineer,0.04432249707698723,16,0,0,0,0
TX000947,AC00317,179.76,2023-07-12 16:11:30,Debit,Philadelphia,D000038,M039,Online,1,81,5909.52,78,Retired,0.030418714210291187,16,0,0,0,0
TX002050,AC00317,864.72,2023-08-25 16:35:39,Credit,Detroit,D000622,M018,Branch,1,58,7379.38,34,Engineer,0.11718057614596349,16,0,0,0,0
TX001056,AC00317,13.48,2023-09-20 17:49:53,Debit,Las Vegas,D000279,M094,Online,3,20,521.88,18,Student,0.02582969264965126,17,0,1,1,0
TX000017,AC00317,555.8,2023-10-30 16:52:49,Credit,Austin,D000671,M048,Branch,1,158,1131.26,19,Student,0.4913105740501741,16,0,0,0,0
TX000492,AC00318,505.19,2023-03-14 16:25:04,Debit,Kansas City,D000660,M023,ATM,5,128,5326.68,30,Doctor,0.09484143969602078,16,0,1,1,0
TX000112,AC00318,245.54,2023-03-21 16:29:31,Debit,New York,D000536,M089,ATM,1,180,985.06,25,Student,0.24926400422309303,16,0,0,0,0
TX001045,AC00318,109.3,2023-08-02 16:52:15,Debit,Fort Worth,D000006,M020,Branch,1,27,13510.11,56,Doctor,0.00809023760724376,16,0,0,0,0
